681,1
682,1
683,1
684,0
685,0
686,0
687,2
688,0
689,0
690,0
691,0
692,0
693,0
694,1
695,1
696,1
697,1
698,1
699,0
700,0
701,1
702,1
703,0
704,1
705,0
706,1
707,1
708,1
709,1
710,1
711,2
712,2
713,1
714,1
715,1
716,1
717,1
718,1
719,0
720,1
721,1
722,1
723,0
724,1
725,0
726,0
727,1
728,2
729,1
730,1
731,1
732,0
733,1
734,1
735,2
736,1
737,0
738,0
739,1
740,1
741,0
742,0
743,1
744,1
745,1
746,1
747,0
748,1
749,1
750,0
751,1
752,1
753,1
754,0
755,1
756,1
757,1
758,0
759,1
760,1
761,0
762,0
763,0
764,1
765,2
766,1
767,1
768,1
769,1
770,0
771,1
772,1
773,1
774,0
775,1
776,0
777,1
778,1
779,1
780,1
781,1
782,0
783,1
784,0
785,2
786,2
787,2
788,2
789,2
790,2
791,2
792,1
793,1
794,1
795,1
796,1
797,1
798,1
799,0
800,1
801,1
802,1
803,1
804,0
805,0
806,0
807,1
808,1
809,2
810,0
811,0
812,1
813,1
814,1
815,1
816,1
817,1
818,1
819,1
820,1
821,1
822,1
823,1
824,1
825,1
826,1
827,1
828,1
829,1
830,1
831,1
832,1
833,1
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,1
844,1
845,1
846,0
847,0
848,1
849,1
850,1
851,1
852,1
853,1
854,1
855,1
856,1
857,1
858,0
859,0
860,1
861,1
862,2
863,1
864,1
865,2
866,2
867,1
868,0
869,2
870,1
871,2
872,2
873,2
874,0
875,0
876,0
877,0
878,1
879,2
880,2
881,2
882,2
883,2
884,2
885,2
886,2
887,2
888,2
889,2
890,2
891,2
