3,0
4,0
5,1
6,0
7,0
8,1
9,0
10,0
11,0
12,1
13,0
14,0
15,0
16,1
17,0
18,0
19,0
20,0
21,0
22,0
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,0
34,1
35,0
36,0
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,0
48,1
49,1
50,0
51,0
52,1
53,1
54,0
55,0
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,0
64,1
65,1
66,0
67,1
68,0
69,0
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,0
78,1
79,0
80,0
81,0
82,1
83,1
84,1
85,0
86,1
87,0
88,0
89,1
90,0
91,1
92,0
93,1
94,0
95,0
96,0
97,0
98,0
99,0
100,1
101,0
102,0
103,0
104,0
105,0
106,1
107,0
108,1
109,1
110,1
111,1
112,1
113,0
114,1
115,1
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,1
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,1
157,2
158,2
159,2
160,2
161,2
162,2
163,2
164,2
165,2
166,2
167,2
168,2
169,2
170,2
171,2
172,2
173,2
174,2
175,2
176,2
177,2
178,2
179,2
180,2
181,2
182,2
183,2
184,2
185,2
186,2
187,2
188,2
189,2
190,2
191,2
192,2
193,1
194,1
195,2
196,2
197,2
198,2
199,2
200,2
201,2
202,2
203,2
204,2
205,2
206,2
207,2
208,2
209,2
210,2
211,2
212,2
213,2
214,2
215,2
216,2
217,2
218,2
219,2
220,2
221,2
222,2
223,2
224,0
225,0
226,1
227,2
228,0
229,2
230,2
231,2
232,2
233,1
234,2
235,1
236,2
237,2
238,2
239,2
240,2
241,2
242,2
243,2
244,1
245,1
246,1
247,2
248,2
249,2
250,2
251,1
252,2
253,2
254,2
255,2
256,2
257,2
258,2
259,2
260,2
261,2
262,2
263,2
264,2
265,2
266,2
267,2
268,2
269,2
270,2
271,2
272,2
273,2
274,2
275,2
276,2
277,2
278,2
279,2
280,2
281,2
282,2
283,2
284,2
285,2
286,2
287,2
288,2
289,2
290,2
291,2
292,2
293,2
294,1
295,2
296,2
297,2
298,2
299,2
300,2
301,2
302,2
303,2
304,2
305,2
306,0
307,2
308,2
309,1
310,2
311,2
312,2
313,2
314,2
315,2
316,2
317,2
318,2
319,2
320,2
321,2
322,2
323,2
324,2
325,2
326,2
327,2
328,2
329,2
330,2
331,0
332,2
333,2
334,2
335,2
336,2
337,2
338,2
339,2
340,2
341,2
342,2
343,2
344,2
345,2
346,2
347,2
348,2
349,2
350,2
351,2
352,0
353,0
354,0
355,0
356,2
357,2
358,0
359,1
360,0
361,1
362,0
363,0
364,1
365,1
366,0
367,1
368,1
369,1
370,1
371,1
372,1
373,1
374,0
375,1
376,1
377,1
378,1
379,1
380,1
381,1
382,1
383,1
384,1
385,1
386,0
387,0
388,0
389,0
390,1
391,1
392,1
393,1
394,1
395,1
396,1
397,0
398,0
399,1
400,1
401,0
402,1
403,0
404,1
405,1
406,0
407,1
408,0
409,0
410,1
411,0
412,0
413,1
414,1
415,1
416,1
417,1
418,1
419,1
420,1
421,1
422,1
423,0
424,0
425,0
426,1
427,1
428,0
429,0
430,1
431,0
432,0
433,1
434,1
435,1
436,1
437,1
438,1
439,1
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,1
451,1
452,1
453,1
454,1
455,0
456,0
457,0
458,0
459,0
460,0
461,2
462,2
463,2
464,2
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,1
482,1
483,1
484,1
485,1
486,0
487,0
488,0
489,0
490,0
491,0
492,1
493,0
494,1
495,1
496,1
497,1
498,0
499,0
500,1
501,1
502,0
503,0
504,0
505,0
506,1
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,1
529,1
530,1
531,0
532,0
533,0
534,0
535,0
536,0
537,1
538,0
539,0
540,1
541,1
542,0
543,1
544,1
545,1
546,0
547,0
548,1
549,1
550,1
551,0
552,0
553,0
554,1
555,1
556,0
557,0
558,1
559,1
560,1
561,1
562,1
563,0
564,1
565,1
566,0
567,1
568,1
569,1
570,2
571,1
572,1
573,1
574,1
575,2
576,2
577,2
578,1
579,1
580,1
581,2
582,2
583,1
584,1
585,1
586,1
587,0
588,1
589,1
590,1
591,1
592,1
593,1
594,1
595,1
596,2
597,2
598,2
599,1
600,1
601,1
602,1
603,2
604,1
605,1
606,2
607,2
608,1
609,0
610,1
611,1
612,1
613,1
614,1
615,0
616,1
617,1
618,1
619,1
620,1
621,1
622,1
623,0
624,0
625,0
626,1
627,0
628,0
629,1
630,1
631,1
632,1
633,0
634,0
635,1
636,1
637,1
638,1
639,0
640,0
641,0
642,1
643,1
644,1
645,1
646,1
647,0
648,0
649,0
650,0
651,0
652,1
653,0
654,0
655,1
656,0
657,0
658,0
659,1
660,0
661,0
662,1
663,0
664,0
665,1
666,1
667,0
668,0
669,1
670,1
671,0
672,1
673,1
674,1
675,1
676,1
677,1
678,1
679,0
680,1
